rh,ws,at,vp,t,vpt
81.20,0.26,33.32,30.00,27.60,37.50
81.70,1.06,32.66,30.00,27.50,37.40
75.20,3.99,30.28,28.10,27.80,37.07
73.50,3.84,28.36,25.60,26.60,35.05
64.50,4.69,27.74,23.40,27.30,35.02
62.50,3.19,29.42,23.50,27.90,35.66
69.90,0.98,31.89,26.30,27.90,36.58
81.10,2.06,31.26,29.10,27.10,36.70
84.00,3.85,29.41,29.10,26.50,36.10
84.30,3.72,29.07,28.70,26.20,35.67
82.40,2.68,30.83,29.40,27.00,36.70
82.60,2.44,31.33,29.80,27.20,37.03
79.80,0.63,33.36,30.00,27.90,37.80
81.20,0.06,33.46,30.00,27.60,37.50
74.20,2.53,31.34,27.90,27.90,37.11
89.10,4.54,28.56,29.80,25.90,35.73
85.80,1.39,30.23,28.50,25.80,35.21
88.80,0.59,30.66,29.00,25.50,35.07
90.40,0.33,31.17,29.70,25.60,35.40
91.70,2.94,29.64,30.30,25.70,35.70
93.40,2.59,29.59,30.30,25.40,35.40
89.80,2.87,27.77,27.80,24.60,33.77
90.60,4.41,28.65,30.10,25.80,35.73
90.40,1.46,31.01,30.40,26.00,36.03
88.70,6.42,28.47,31.10,26.70,36.96
91.70,1.71,31.47,31.40,26.30,36.66
93.30,1.37,31.24,31.20,25.90,36.20
86.70,2.62,30.10,29.50,26.20,35.94
82.30,0.17,31.32,28.00,26.20,35.44
86.60,0.63,30.70,28.60,25.70,35.14
88.80,1.08,30.95,29.70,25.90,35.70
89.60,2.08,30.64,30.30,26.10,36.10
90.20,1.07,30.79,29.80,25.70,35.53
89.30,1.11,29.10,27.80,24.70,33.87
88.80,2.21,30.15,29.70,25.90,35.70
87.90,0.59,31.65,29.90,26.20,36.07
86.10,4.42,30.04,30.70,27.00,37.13
89.00,0.19,32.70,31.00,26.60,36.83
90.50,2.33,30.57,30.60,26.10,36.20
86.10,1.34,30.93,29.30,26.20,35.87
81.70,0.48,31.04,27.80,26.20,35.37
85.80,0.69,30.72,28.50,25.80,35.21
88.00,0.74,31.25,29.60,26.00,35.77
89.60,1.33,31.17,30.30,26.10,36.10
90.20,0.34,31.30,29.80,25.70,35.53
89.30,0.42,29.58,27.80,24.70,33.87
88.20,1.07,30.89,29.50,25.90,35.64
87.30,0.19,31.87,29.70,26.20,36.00
86.30,2.42,31.30,30.60,26.90,37.00
87.90,0.02,32.85,30.80,26.70,36.86
89.30,1.65,31.08,30.40,26.20,36.23
85.90,0.93,30.89,28.90,26.00,35.54
81.20,0.67,30.54,27.30,26.00,35.01
86.10,0.68,30.30,28.10,25.50,34.77
88.70,0.54,30.99,29.30,25.70,35.37
90.00,1.03,30.95,29.90,25.80,35.67
90.60,0.05,31.07,29.40,25.40,35.10
89.70,0.05,29.57,27.60,24.50,33.61
89.10,0.57,30.70,29.10,25.50,35.10
87.30,0.18,31.41,29.20,25.90,35.54
86.70,1.67,31.40,30.20,26.60,36.57
88.60,0.06,32.42,30.50,26.40,36.47
89.10,1.41,30.75,29.80,25.90,35.73
85.60,0.65,31.05,28.80,26.00,35.50
80.90,0.83,30.40,27.20,26.00,34.98
84.70,0.85,30.35,28.00,25.70,34.94
88.50,0.60,31.08,29.40,25.80,35.50
89.40,0.84,31.18,29.90,25.90,35.77
90.00,0.36,30.95,29.40,25.50,35.20
90.60,0.40,29.26,27.70,24.40,33.54
88.50,0.07,30.99,28.90,25.50,35.04
86.40,0.63,31.00,28.90,25.90,35.44
86.40,1.54,31.46,30.10,26.60,36.53
88.00,0.36,32.15,30.30,26.40,36.40
88.80,1.67,30.53,29.70,25.90,35.70
85.30,0.31,31.25,28.70,26.00,35.47
80.60,1.04,30.22,27.10,26.00,34.94
83.90,1.05,30.27,27.90,25.80,35.01
87.90,0.63,31.00,29.20,25.80,35.44
89.40,0.54,31.39,29.90,25.90,35.77
89.40,0.67,30.67,29.20,25.50,35.14
90.10,0.87,29.03,27.70,24.50,33.64
88.40,0.43,30.57,28.70,25.40,34.87
86.40,1.02,30.56,28.70,25.80,35.27
86.10,1.37,31.54,30.00,26.60,36.50
88.20,0.58,31.86,30.20,26.30,36.27
87.90,1.89,30.28,29.40,25.90,35.60
84.00,0.07,31.59,28.60,26.20,35.64
79.30,1.31,30.19,27.00,26.20,35.11
82.50,1.25,30.43,27.90,26.10,35.31
87.90,0.60,31.18,29.40,25.90,35.60
88.60,0.12,31.75,29.80,26.00,35.83
88.90,0.98,30.55,29.20,25.60,35.24
89.80,1.35,28.83,27.80,24.60,33.77
88.40,0.90,30.24,28.70,25.40,34.87
85.80,1.35,30.43,28.70,25.90,35.37
85.90,1.06,31.89,30.10,26.70,36.63
87.20,0.68,31.99,30.20,26.50,36.47
86.30,1.98,30.35,29.20,26.10,35.74
83.00,0.59,31.26,28.40,26.30,35.67
77.80,1.77,30.01,26.80,26.40,35.24
81.90,1.61,30.11,27.70,26.10,35.24
86.60,0.74,31.25,29.30,26.10,35.77
88.30,0.24,31.63,29.70,26.00,35.80
88.90,1.44,30.23,29.20,25.60,35.24
89.80,2.11,28.30,27.80,24.60,33.77
87.50,1.52,29.71,28.40,25.40,34.77
85.80,1.91,29.87,28.50,25.80,35.21
86.60,0.98,31.71,30.00,26.50,36.40
86.60,1.05,31.67,30.00,26.50,36.40
85.40,2.34,30.00,28.90,26.10,35.64
81.30,1.64,30.49,28.00,26.40,35.64
76.20,3.01,29.11,26.40,26.50,35.21
80.00,2.65,29.49,27.40,26.30,35.34
86.30,1.24,30.87,29.20,26.10,35.74
88.00,0.85,31.17,29.60,26.00,35.77
88.60,2.69,29.32,29.10,25.60,35.20
90.70,3.96,26.94,27.90,24.50,33.71
87.50,3.04,28.64,28.40,25.40,34.77
86.30,3.29,28.80,28.50,25.70,35.11
86.30,1.17,31.55,29.90,26.50,36.37
86.80,2.11,30.79,29.90,26.40,36.27
84.80,3.76,28.94,28.70,26.10,35.57
80.00,2.68,29.77,27.70,26.50,35.64
74.20,4.20,28.34,26.00,26.70,35.28
77.50,3.67,28.94,27.00,26.60,35.51
85.80,1.75,30.61,29.20,26.20,35.84
87.20,1.34,30.90,29.50,26.10,35.84
89.10,3.98,28.32,29.10,25.50,35.10
90.30,5.77,25.93,28.10,24.70,33.97
87.80,4.56,27.61,28.50,25.40,34.81
86.60,4.72,27.83,28.60,25.70,35.14
86.50,1.41,31.25,29.80,26.40,36.23
86.00,3.17,30.12,29.80,26.50,36.33
84.20,5.24,27.84,28.50,26.10,35.51
77.60,3.74,29.06,27.20,26.70,35.68
71.20,5.02,27.87,25.40,27.00,35.38
75.20,4.39,28.47,26.50,26.80,35.55
85.00,2.22,30.35,29.10,26.30,35.90
87.10,1.70,30.48,29.30,26.00,35.67
88.60,4.93,27.75,29.10,25.60,35.20
90.90,7.03,25.12,28.30,24.70,34.04
87.30,5.73,26.89,28.50,25.50,34.91
86.40,5.95,27.11,28.70,25.80,35.27
85.70,1.41,31.31,29.70,26.50,36.30
85.00,3.92,29.62,29.60,26.60,36.37
83.20,6.06,27.30,28.30,26.20,35.54
74.10,4.84,28.79,26.90,27.30,36.18
67.90,5.84,27.80,25.10,27.60,35.88
72.00,5.06,28.54,26.30,27.40,36.08
82.80,2.68,30.56,29.20,26.80,36.44
85.70,2.09,30.67,29.50,26.40,36.14
88.20,5.80,27.58,29.50,25.90,35.64
89.20,8.14,24.94,28.60,25.20,34.64
86.70,6.74,26.59,28.80,25.80,35.30
86.00,7.05,26.77,29.10,26.10,35.70
84.80,1.34,31.73,29.90,26.80,36.67
83.80,4.40,29.79,29.90,27.00,36.87
81.50,6.78,27.23,28.40,26.60,35.97
71.30,5.70,28.46,26.50,27.70,36.45
65.00,6.39,27.65,24.60,28.00,36.12
69.70,5.54,28.37,25.90,27.70,36.25
81.60,2.93,30.55,29.10,27.00,36.60
84.70,2.42,30.64,29.50,26.60,36.34
87.50,6.33,27.44,29.60,26.10,35.87
88.40,8.76,24.74,28.70,25.40,34.87
85.90,7.27,26.45,28.90,26.00,35.54
85.30,7.66,26.57,29.20,26.30,35.94
83.80,1.23,32.01,29.90,27.00,36.87
82.40,4.53,30.00,29.90,27.30,37.17
80.60,7.20,27.13,28.40,26.80,36.17
69.70,6.35,27.50,25.60,27.50,35.95
63.20,6.72,26.75,23.50,27.70,35.46
67.40,5.80,27.76,24.90,27.60,35.82
80.30,2.98,30.05,28.30,26.80,36.14
85.50,2.72,29.90,29.10,26.20,35.80
87.30,6.56,26.78,29.00,25.80,35.37
87.90,8.92,24.26,28.20,25.20,34.51
85.80,7.37,26.05,28.50,25.80,35.21
85.60,7.75,26.08,28.80,26.00,35.50
84.10,1.03,31.55,29.30,26.60,36.27
82.40,4.31,29.69,29.40,27.00,36.70
80.30,7.39,26.50,27.80,26.50,35.67
68.30,7.02,27.17,25.40,27.70,36.08
61.40,7.27,26.43,23.10,27.90,35.52
65.50,6.10,27.62,24.50,27.80,35.89
78.70,2.91,30.07,27.90,26.90,36.11
84.70,2.99,29.78,29.00,26.30,35.87
87.30,6.74,26.65,29.00,25.80,35.37
87.40,8.96,24.33,28.20,25.30,34.61
85.50,7.33,26.21,28.60,25.90,35.34
85.90,7.63,26.20,28.90,26.00,35.54
84.90,0.69,31.72,29.40,26.50,36.20
82.20,3.93,30.08,29.50,27.10,36.84
79.80,7.57,26.48,27.80,26.60,35.77
67.70,7.47,26.92,25.30,27.80,36.15
60.80,7.74,26.17,23.00,28.00,35.59
63.60,6.24,27.72,24.20,28.10,36.09
77.10,2.70,30.19,27.50,27.00,36.08
85.20,3.09,29.61,29.00,26.20,35.77
87.30,6.64,26.72,29.00,25.80,35.37
87.20,8.59,24.73,28.30,25.40,34.74
86.40,6.94,26.41,28.70,25.80,35.27
86.50,7.11,26.63,29.10,26.00,35.60
85.20,0.40,31.96,29.50,26.50,36.24
82.50,3.45,30.45,29.60,27.10,36.87
80.10,7.40,26.63,27.90,26.60,35.81
68.60,7.79,26.96,25.80,27.90,36.41
61.50,8.17,26.10,23.40,28.10,35.82
62.50,6.28,27.99,24.20,28.40,36.39
74.20,2.42,30.95,27.40,27.60,36.64
84.70,3.09,30.17,29.50,26.60,36.34
87.20,6.45,27.32,29.50,26.10,35.84
87.00,7.99,25.74,28.90,25.80,35.34
86.10,6.30,27.46,29.30,26.20,35.87
86.50,6.24,27.87,29.80,26.40,36.23
84.20,0.16,32.95,30.20,27.10,37.07
82.20,2.84,31.48,30.20,27.50,37.47
78.50,6.88,27.89,28.50,27.30,36.71
70.90,7.80,26.49,25.90,27.40,35.95
62.50,8.48,25.72,23.50,27.90,35.66
61.80,6.03,27.93,23.80,28.30,36.15
72.60,2.01,31.20,27.00,27.70,36.61
84.00,3.04,30.44,29.60,26.80,36.57
87.50,6.20,27.53,29.60,26.10,35.87
87.60,7.14,26.41,29.10,25.80,35.40
86.50,5.42,28.27,29.60,26.30,36.07
86.70,5.09,29.00,30.20,26.60,36.57
83.70,0.15,33.23,30.40,27.30,37.33
82.80,2.02,32.12,30.40,27.50,37.53
77.60,5.91,28.77,28.50,27.50,36.91
73.20,6.56,26.72,25.80,26.80,35.31
63.10,7.50,26.04,23.30,27.60,35.29
60.90,4.93,28.44,23.30,28.20,35.89
71.00,1.43,31.41,26.40,27.70,36.41
83.40,2.69,30.62,29.40,26.80,36.50
87.70,5.25,28.06,29.50,26.00,35.74
87.90,5.60,27.52,29.20,25.80,35.44
86.50,4.06,29.39,29.80,26.40,36.23
86.70,3.67,30.16,30.40,26.70,36.73
83.50,0.41,33.18,30.50,27.40,37.47
82.80,1.06,32.79,30.40,27.50,37.53
76.10,4.42,29.95,28.30,27.70,37.04
72.50,4.40,28.30,25.70,26.90,35.38
63.70,5.39,27.45,23.40,27.50,35.22
60.40,3.50,29.37,23.10,28.20,35.82
69.40,0.90,31.88,26.10,27.90,36.51
82.40,2.46,30.98,29.40,27.00,36.70
86.60,4.24,28.80,29.30,26.10,35.77
86.50,4.20,28.66,29.10,26.00,35.60
86.00,3.00,30.23,29.80,26.50,36.33
86.20,2.71,30.94,30.40,26.80,36.83
82.00,0.87,32.99,30.30,27.60,37.60
82.20,0.07,33.42,30.20,27.50,37.47
75.50,2.95,30.74,27.90,27.60,36.81
89.50,4.46,28.81,30.10,26.00,35.93
85.60,1.13,30.71,28.80,26.00,35.50
88.70,0.42,31.08,29.30,25.70,35.37
90.80,0.45,31.29,30.00,25.70,35.60
91.80,2.90,30.00,30.70,25.90,36.03
93.70,2.44,29.89,30.60,25.50,35.60
89.90,2.65,28.09,28.00,24.70,33.94
90.90,4.16,29.02,30.40,25.90,35.93
90.20,1.49,31.29,30.70,26.20,36.33
88.80,6.51,28.57,31.30,26.80,37.13
92.00,1.42,31.70,31.50,26.30,36.70
93.40,1.71,31.17,31.40,26.00,36.36
89.20,3.96,29.13,30.00,26.00,35.90
84.70,0.41,31.12,28.50,26.00,35.41
88.60,0.14,31.11,29.10,25.60,35.20
90.50,0.83,30.99,29.90,25.70,35.57
91.60,2.76,30.23,30.80,26.00,36.16
92.00,1.99,30.17,30.20,25.60,35.57
89.90,1.99,28.55,28.00,24.70,33.94
89.80,3.46,29.54,30.20,26.00,35.97
89.60,1.23,31.40,30.50,26.20,36.27
88.20,6.27,28.67,31.10,26.80,37.06
90.60,0.77,32.32,31.40,26.50,36.86
92.80,2.41,30.61,31.20,26.00,36.30
88.10,3.29,29.63,29.80,26.10,35.93
84.10,0.25,31.16,28.30,26.00,35.34
87.70,0.60,30.68,28.80,25.60,35.10
89.70,1.10,30.86,29.80,25.80,35.63
91.30,2.47,30.40,30.70,26.00,36.13
91.60,1.46,30.51,30.10,25.60,35.53
89.70,1.36,29.12,28.10,24.80,34.07
89.70,2.72,29.90,30.00,25.90,35.80
89.00,0.94,31.54,30.30,26.20,36.20
87.40,5.62,29.20,31.00,26.90,37.13
90.40,0.23,32.67,31.30,26.50,36.83
91.90,2.93,30.15,30.90,26.00,36.20
88.50,2.39,30.00,29.60,25.90,35.67
83.00,0.66,30.75,27.90,26.00,35.21
87.30,0.76,30.37,28.50,25.50,34.91
89.30,1.13,30.64,29.50,25.70,35.44
90.90,1.95,30.57,30.40,25.90,35.93
90.70,0.93,30.78,29.80,25.60,35.43
90.70,0.84,29.12,27.90,24.50,33.71
89.90,1.97,30.12,29.70,25.70,35.50
88.70,0.61,31.57,30.00,26.10,36.00
87.60,4.49,29.69,30.70,26.70,36.83
89.70,0.10,32.53,30.90,26.40,36.60
91.20,2.86,29.96,30.50,25.90,35.97
87.40,1.19,30.87,29.40,26.00,35.70
82.40,0.81,30.57,27.70,26.00,35.14
87.00,0.71,30.38,28.40,25.50,34.87
89.30,0.83,30.85,29.50,25.70,35.44
90.90,1.24,31.06,30.40,25.90,35.93
91.00,0.28,31.11,29.70,25.50,35.30
90.20,0.29,29.60,27.90,24.60,33.81
88.80,1.02,30.82,29.50,25.80,35.54
88.60,0.24,31.67,29.80,26.00,35.83
87.50,2.62,30.83,30.50,26.60,36.67
89.40,0.27,32.38,30.80,26.40,36.56
90.60,2.05,30.46,30.30,25.90,35.90
87.10,0.69,31.19,29.30,26.00,35.67
82.10,0.76,30.58,27.60,26.00,35.11
85.70,0.67,30.57,28.30,25.70,35.04
89.30,0.71,30.94,29.50,25.70,35.44
90.10,1.01,31.29,30.30,26.00,36.00
90.70,0.02,31.25,29.60,25.50,35.27
90.70,0.09,29.64,27.90,24.50,33.71
89.00,0.65,30.95,29.40,25.70,35.40
87.70,0.07,31.69,29.50,26.00,35.74
87.20,1.84,31.34,30.40,26.60,36.63
88.90,0.33,32.27,30.60,26.40,36.50
90.00,1.61,30.71,30.10,25.90,35.83
87.30,0.40,31.26,29.20,25.90,35.54
81.30,0.90,30.55,27.50,26.10,35.18
85.40,0.88,30.39,28.20,25.70,35.01
88.80,0.73,31.02,29.50,25.80,35.54
90.10,0.83,31.42,30.30,26.00,36.00
90.70,0.22,31.11,29.60,25.50,35.27
90.20,0.25,29.63,27.90,24.60,33.81
88.60,0.23,31.04,29.10,25.60,35.20
87.10,0.30,31.46,29.30,26.00,35.67
86.70,1.57,31.47,30.20,26.60,36.57
88.10,0.53,32.19,30.50,26.50,36.57
89.20,1.70,30.71,30.00,26.00,35.90
84.20,0.36,31.72,29.00,26.40,35.97
78.10,1.47,30.55,27.20,26.60,35.58
81.80,1.35,30.60,28.00,26.30,35.54
87.30,0.60,31.58,29.70,26.20,36.00
87.90,0.26,32.05,30.10,26.30,36.23
89.10,1.32,30.64,29.60,25.80,35.57
90.10,1.83,28.99,28.40,24.90,34.27
87.50,1.28,30.34,28.90,25.70,35.24
85.70,1.56,30.58,29.00,26.10,35.67
86.40,0.77,32.16,30.30,26.70,36.70
86.40,0.79,32.15,30.30,26.70,36.70
86.20,1.99,30.64,29.50,26.30,36.04
80.90,1.72,30.70,28.20,26.60,35.91
75.30,2.91,29.38,26.40,26.70,35.41
77.80,2.63,29.70,27.10,26.60,35.54
86.70,1.22,31.08,29.50,26.20,35.94
87.30,0.99,31.31,29.70,26.20,36.00
89.50,2.79,29.35,29.40,25.60,35.30
91.00,3.98,27.42,28.50,24.80,34.21
87.90,3.15,28.77,28.70,25.50,34.97
86.40,3.45,29.02,28.90,25.90,35.44
85.80,0.89,31.84,29.90,26.60,36.47
85.80,2.02,31.05,29.90,26.60,36.47
84.60,3.56,29.21,28.80,26.20,35.70
78.00,2.78,30.39,28.00,27.10,36.34
72.60,3.99,29.05,26.20,27.20,35.85
75.70,3.57,29.41,27.00,27.00,35.91
85.20,1.84,31.11,29.70,26.60,36.40
86.80,1.38,31.30,29.90,26.40,36.27
89.40,3.88,28.89,29.70,25.80,35.60
90.60,5.44,26.83,28.90,25.10,34.64
87.30,4.46,28.25,29.00,25.80,35.37
86.10,4.77,28.53,29.30,26.20,35.87
85.90,1.04,31.91,30.10,26.70,36.63
84.40,2.97,30.85,30.10,27.00,36.93
83.40,4.71,28.74,28.90,26.50,36.04
75.60,4.28,29.51,27.60,27.40,36.51
70.00,5.43,28.18,25.70,27.50,35.98
73.30,4.85,28.68,26.60,27.30,36.08
84.50,2.60,30.65,29.60,26.70,36.47
86.50,1.95,30.87,29.80,26.40,36.23
88.80,5.29,28.00,29.70,25.90,35.70
89.90,7.33,25.74,29.00,25.30,34.87
86.70,6.14,27.17,29.00,25.90,35.47
86.40,6.49,27.36,29.40,26.20,35.90
85.10,1.14,31.90,30.00,26.80,36.70
83.90,3.91,30.30,30.10,27.10,37.03
82.20,6.22,27.85,28.80,26.70,36.20
73.10,5.58,28.60,27.00,27.60,36.51
67.30,6.55,27.37,25.00,27.70,35.95
71.10,5.83,28.03,26.10,27.50,36.11
83.40,3.12,30.32,29.40,26.80,36.50
86.80,2.46,30.38,29.70,26.30,36.10
88.50,6.31,27.25,29.60,25.90,35.67
89.60,8.69,24.75,28.90,25.30,34.84
86.70,7.32,26.35,29.00,25.90,35.47
86.90,7.71,26.41,29.40,26.10,35.80
85.30,1.17,31.75,29.90,26.70,36.57
83.60,4.47,29.87,30.00,27.10,37.00
81.60,7.32,27.01,28.60,26.70,36.14
71.30,6.41,27.96,26.50,27.70,36.45
64.90,7.03,27.03,24.40,27.90,35.95
69.30,6.16,27.74,25.60,27.60,36.05
81.50,3.19,30.20,28.90,26.90,36.44
86.50,2.82,30.09,29.60,26.30,36.07
88.50,6.70,26.81,29.40,25.80,35.50
88.70,9.07,24.56,28.80,25.40,34.90
87.00,7.62,26.00,28.90,25.80,35.34
86.90,8.05,26.17,29.40,26.10,35.80
85.70,0.96,31.63,29.70,26.50,36.30
83.30,4.40,29.89,29.90,27.10,36.97
81.00,7.64,26.72,28.40,26.70,36.07
69.80,7.01,27.51,26.10,27.80,36.41
63.90,7.43,26.49,23.90,27.80,35.69
67.50,6.29,27.58,25.10,27.70,35.98
80.10,3.03,30.15,28.40,26.90,36.27
86.90,3.10,29.63,29.40,26.10,35.80
88.40,6.81,26.57,29.20,25.70,35.34
89.00,9.04,24.44,28.70,25.30,34.77
87.20,7.52,25.94,28.80,25.70,35.20
87.40,7.90,26.17,29.40,26.00,35.70
85.70,0.56,31.91,29.70,26.50,36.30
83.30,3.96,30.20,29.90,27.10,36.97
81.20,7.65,26.58,28.30,26.60,35.94
68.50,7.50,27.30,25.90,28.00,36.55
62.50,7.91,26.12,23.50,27.90,35.66
65.00,6.39,27.65,24.60,28.00,36.12
78.20,2.76,30.28,27.90,27.00,36.21
87.10,3.32,29.35,29.30,26.00,35.67
88.90,6.80,26.48,29.20,25.60,35.24
88.40,8.84,24.68,28.70,25.40,34.87
87.80,7.29,26.17,29.00,25.70,35.27
88.20,7.55,26.35,29.50,25.90,35.64
87.10,0.22,31.98,29.80,26.30,36.13
83.60,3.46,30.58,30.00,27.10,37.00
80.70,7.46,26.82,28.30,26.70,36.04
69.70,7.87,26.74,25.90,27.70,36.25
62.20,8.40,25.74,23.40,27.90,35.62
63.70,6.43,27.45,24.10,28.00,35.95
75.90,2.44,30.53,27.40,27.20,36.24
86.70,3.46,29.51,29.50,26.20,35.94
88.70,6.73,26.66,29.30,25.70,35.37
89.00,8.48,25.00,28.90,25.40,34.94
88.70,6.84,26.58,29.30,25.70,35.37
88.60,6.88,27.02,29.80,26.00,35.83
86.70,0.06,32.52,30.20,26.60,36.57
83.70,2.84,31.18,30.20,27.20,37.17
79.80,6.99,27.35,28.30,26.90,36.24
71.80,7.81,26.28,25.90,27.20,35.75
63.10,8.66,25.23,23.30,27.60,35.29
62.10,6.10,27.49,23.50,28.00,35.76
73.50,1.92,30.77,26.70,27.30,36.11
85.90,3.37,29.64,29.40,26.30,36.00
89.20,6.38,26.80,29.30,25.60,35.27
89.40,7.57,25.67,29.00,25.40,34.97
88.80,5.82,27.46,29.50,25.80,35.54
88.70,5.56,28.27,30.20,26.20,36.17
86.50,0.35,32.62,30.50,26.80,36.87
84.20,1.98,31.68,30.20,27.10,37.07
78.60,5.99,28.21,28.20,27.10,36.41
73.40,6.41,27.16,26.20,27.00,35.65
63.90,7.48,26.15,23.60,27.60,35.39
60.80,4.89,28.60,23.40,28.30,36.02
70.20,1.27,31.72,26.40,27.90,36.61
84.70,2.83,30.52,29.70,26.70,36.50
88.30,5.23,28.14,29.70,26.00,35.80
88.50,5.75,27.48,29.40,25.80,35.50
88.40,4.16,29.22,30.10,26.20,36.13
88.90,3.85,29.97,30.80,26.50,36.66
85.40,0.52,33.17,31.00,27.30,37.53
83.00,1.09,32.80,30.50,27.50,37.57
77.00,4.43,29.74,28.30,27.50,36.84
85.10,0.34,31.83,29.30,26.40,36.07
79.40,1.38,30.61,27.50,26.50,35.58
81.80,1.30,30.63,28.00,26.30,35.54
87.90,0.64,31.62,29.90,26.20,36.07
87.80,0.17,32.41,30.40,26.50,36.53
89.70,1.16,30.82,29.80,25.80,35.63
91.10,1.62,29.24,28.70,24.90,34.37
87.60,1.14,30.61,29.10,25.80,35.40
86.10,1.34,30.93,29.30,26.20,35.87
86.40,0.79,32.15,30.30,26.70,36.70
86.20,0.80,32.27,30.40,26.80,36.83
87.60,1.91,30.70,29.80,26.20,36.03
81.40,1.24,31.40,28.70,26.80,36.27
76.10,2.34,30.17,27.00,26.90,35.81
78.20,2.14,30.24,27.40,26.70,35.74
86.30,1.07,31.62,29.90,26.50,36.37
87.70,0.71,31.87,30.20,26.40,36.37
89.10,2.13,30.24,29.80,25.90,35.73
91.00,3.06,28.53,29.00,25.10,34.67
87.60,2.45,29.69,29.10,25.80,35.40
87.20,2.77,29.90,29.50,26.10,35.84
85.70,0.72,32.26,30.20,26.80,36.77
85.20,1.53,31.80,30.20,26.90,36.87
85.10,2.81,30.10,29.30,26.40,36.07
78.70,1.93,31.22,28.40,27.20,36.57
74.00,3.06,29.87,26.70,27.20,36.01
76.20,2.80,30.02,27.20,27.00,35.98
85.60,1.55,31.52,30.00,26.70,36.60
86.90,0.99,31.74,30.10,26.50,36.43
88.90,2.83,29.89,29.90,26.00,35.87
90.50,3.95,28.17,29.20,25.30,34.94
87.30,3.27,29.25,29.20,25.90,35.54
87.30,3.66,29.44,29.70,26.20,36.00
85.20,0.75,32.34,30.20,26.90,36.87
84.90,2.12,31.52,30.30,27.00,37.00
84.60,3.51,29.71,29.30,26.50,36.17
76.50,3.60,30.25,28.10,27.50,36.77
71.60,4.88,28.76,26.30,27.50,36.18
74.10,4.48,29.04,26.90,27.30,36.18
85.10,2.48,30.96,30.00,26.80,36.70
86.40,1.66,31.37,30.10,26.60,36.53
88.40,4.54,28.79,29.90,26.10,35.97
90.30,6.24,26.70,29.30,25.40,35.07
86.80,5.30,27.93,29.20,26.00,35.64
86.80,5.69,28.12,29.70,26.30,36.10
85.70,1.01,32.06,30.20,26.80,36.77
84.40,3.33,30.77,30.30,27.10,37.10
83.80,5.54,28.36,29.20,26.60,36.24
74.30,5.41,29.02,27.60,27.70,36.81
69.40,6.67,27.55,25.80,27.70,36.21
72.60,6.06,27.90,26.50,27.40,36.15
84.00,3.30,30.42,29.80,26.90,36.73
87.10,2.38,30.63,30.00,26.40,36.30
88.60,6.16,27.52,29.80,26.00,35.83
89.70,8.41,25.28,29.30,25.50,35.17
86.80,7.20,26.60,29.20,26.00,35.64
87.60,7.60,26.71,29.80,26.20,36.03
85.60,1.15,31.80,30.00,26.70,36.60
84.20,4.36,30.01,30.20,27.10,37.07
82.70,7.43,27.07,29.00,26.70,36.27
72.10,6.46,28.32,27.10,27.90,36.84
67.00,7.37,27.06,25.20,27.90,36.22
70.60,6.53,27.64,26.10,27.60,36.21
82.60,3.43,30.17,29.30,26.90,36.57
87.30,2.85,30.17,29.90,26.30,36.17
88.80,6.78,26.96,29.70,25.90,35.70
90.00,9.09,24.67,29.20,25.40,35.04
87.30,7.77,26.10,29.20,25.90,35.54
87.80,8.24,26.13,29.70,26.10,35.90
86.10,0.89,31.88,30.00,26.60,36.50
84.20,4.45,29.95,30.20,27.10,37.07
82.50,7.93,26.69,28.90,26.70,36.24
70.00,6.98,28.16,26.80,28.20,37.04
65.20,7.58,26.98,24.80,28.10,36.28
68.50,6.49,28.00,25.90,28.00,36.55
81.30,3.19,30.34,29.00,27.00,36.57
87.30,3.19,29.93,29.90,26.30,36.17
88.80,6.87,26.89,29.70,25.90,35.70
88.90,9.04,24.91,29.20,25.60,35.24
87.60,7.69,26.19,29.30,25.90,35.57
88.40,8.10,26.30,29.90,26.10,35.97
86.40,0.43,32.23,30.10,26.60,36.53
83.90,3.99,30.41,30.30,27.20,37.20
82.00,7.78,26.89,28.90,26.80,36.34
68.10,7.52,27.98,26.50,28.50,37.25
63.80,8.08,26.60,24.40,28.20,36.25
66.40,6.57,27.98,25.40,28.20,36.58
79.40,2.87,30.50,28.50,27.10,36.51
87.30,3.55,29.68,29.90,26.30,36.17
88.50,6.99,26.78,29.60,25.90,35.67
89.10,9.02,24.79,29.10,25.50,35.10
88.50,7.64,26.15,29.40,25.80,35.50
88.70,7.93,26.45,30.00,26.10,36.00
87.50,0.04,32.47,30.30,26.50,36.50
84.00,3.47,30.94,30.50,27.30,37.37
81.20,7.54,27.13,28.80,26.90,36.40
69.50,7.93,27.13,26.30,28.00,36.68
62.80,8.63,25.95,23.90,28.10,35.99
64.50,6.60,27.73,24.70,28.20,36.35
76.30,2.51,30.68,27.70,27.30,36.44
87.10,3.81,29.47,29.80,26.30,36.13
88.80,7.04,26.61,29.50,25.80,35.54
89.10,8.89,24.88,29.10,25.50,35.10
88.20,7.38,26.47,29.50,25.90,35.64
89.30,7.51,26.81,30.20,26.10,36.07
86.70,0.31,32.52,30.40,26.70,36.73
83.70,2.84,31.34,30.40,27.30,37.33
79.70,7.08,27.58,28.60,27.10,36.54
71.20,7.67,26.91,26.30,27.60,36.28
63.30,8.66,25.69,23.80,27.90,35.75
62.30,6.13,28.06,24.10,28.40,36.35
